model_id,model_name,author,downloads,likes,tags,pipeline_tag,gated,hf_url,inference_api
casperhansen/llama-3.3-70b-instruct-awq,llama-3.3-70b-instruct-awq,casperhansen,229498,45,"transformers,safetensors,llama,text-generation,conversational,en,fr,it,pt,hi,es,th,de,base_model:meta-llama/Llama-3.1-70B,base_model:quantized:meta-llama/Llama-3.1-70B,license:llama3.3,text-generation-inference,endpoints_compatible,4-bit,awq,deploy:azure,region:us",,False,https://huggingface.co/casperhansen/llama-3.3-70b-instruct-awq,https://api-inference.huggingface.co/models/casperhansen/llama-3.3-70b-instruct-awq/v1
cyberagent/open-calm-3b,open-calm-3b,cyberagent,229262,21,"transformers,pytorch,gpt_neox,text-generation,japanese,causal-lm,ja,dataset:wikipedia,dataset:cc100,dataset:mc4,license:cc-by-sa-4.0,text-generation-inference,region:us",,False,https://huggingface.co/cyberagent/open-calm-3b,https://api-inference.huggingface.co/models/cyberagent/open-calm-3b/v1
unsloth/gemma-3-1b-it,gemma-3-1b-it,unsloth,228230,22,"transformers,safetensors,gemma3_text,text-generation,unsloth,gemma3,gemma,google,conversational,en,arxiv:1905.07830,arxiv:1905.10044,arxiv:1911.11641,arxiv:1904.09728,arxiv:1705.03551,arxiv:1911.01547,arxiv:1907.10641,arxiv:1903.00161,arxiv:2009.03300,arxiv:2304.06364,arxiv:2103.03874,arxiv:2110.14168,arxiv:2311.12022,arxiv:2108.07732,arxiv:2107.03374,arxiv:2210.03057,arxiv:2106.03193,arxiv:1910.11856,arxiv:2502.12404,arxiv:2502.21228,arxiv:2404.16816,arxiv:2104.12756,arxiv:2311.16502,arxiv:2203.10244,arxiv:2404.12390,arxiv:1810.12440,arxiv:1908.02660,arxiv:2312.11805,base_model:google/gemma-3-1b-it,base_model:finetune:google/gemma-3-1b-it,license:gemma,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/unsloth/gemma-3-1b-it,https://api-inference.huggingface.co/models/unsloth/gemma-3-1b-it/v1
meta-llama/Llama-3.1-405B-Instruct,Llama-3.1-405B-Instruct,meta-llama,228202,594,"transformers,safetensors,llama,text-generation,facebook,meta,pytorch,llama-3,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-405B,base_model:finetune:meta-llama/Llama-3.1-405B,license:llama3.1,eval-results,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/meta-llama/Llama-3.1-405B-Instruct,https://api-inference.huggingface.co/models/meta-llama/Llama-3.1-405B-Instruct/v1
nvidia/Nemotron-Labs-Diffusion-8B-Base,Nemotron-Labs-Diffusion-8B-Base,nvidia,227646,4,"transformers,safetensors,nemotron_labs_diffusion,feature-extraction,nvidia,pytorch,text-generation,conversational,custom_code,license:other,region:us",,False,https://huggingface.co/nvidia/Nemotron-Labs-Diffusion-8B-Base,https://api-inference.huggingface.co/models/nvidia/Nemotron-Labs-Diffusion-8B-Base/v1
Qwen/Qwen-7B-Chat,Qwen-7B-Chat,Qwen,227364,790,"transformers,safetensors,qwen,text-generation,custom_code,zh,en,arxiv:2309.16609,arxiv:2305.08322,arxiv:2009.03300,arxiv:2305.05280,arxiv:2210.03629,license:other,region:us",,False,https://huggingface.co/Qwen/Qwen-7B-Chat,https://api-inference.huggingface.co/models/Qwen/Qwen-7B-Chat/v1
Jiunsong/supergemma4-26b-uncensored-gguf-v2,supergemma4-26b-uncensored-gguf-v2,Jiunsong,225389,666,"gguf,gemma4,uncensored,fast,llama.cpp,apple-silicon,conversational,korean,coding,tool-use,text-generation,en,ko,base_model:google/gemma-4-26B-A4B-it,base_model:quantized:google/gemma-4-26B-A4B-it,license:gemma,endpoints_compatible,region:us",,False,https://huggingface.co/Jiunsong/supergemma4-26b-uncensored-gguf-v2,https://api-inference.huggingface.co/models/Jiunsong/supergemma4-26b-uncensored-gguf-v2/v1
HuggingFaceTB/SmolLM2-1.7B,SmolLM2-1.7B,HuggingFaceTB,224632,151,"transformers,safetensors,llama,text-generation,en,arxiv:2502.02737,license:apache-2.0,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B,https://api-inference.huggingface.co/models/HuggingFaceTB/SmolLM2-1.7B/v1
inclusionAI/LLaDA2.0-mini,LLaDA2.0-mini,inclusionAI,223616,67,"transformers,safetensors,llada2_moe,text-generation,dllm,diffusion,llm,text_generation,conversational,custom_code,arxiv:2512.15745,license:apache-2.0,region:us",,False,https://huggingface.co/inclusionAI/LLaDA2.0-mini,https://api-inference.huggingface.co/models/inclusionAI/LLaDA2.0-mini/v1
hesamation/Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled-GGUF,Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled-GGUF,hesamation,223322,265,"gguf,llama.cpp,qwen,qwen3.6,qwen3_5_moe,moe,reasoning,chain-of-thought,conversational,quantized,unsloth,text-generation,en,dataset:nohurry/Opus-4.6-Reasoning-3000x-filtered,dataset:Jackrong/Qwen3.5-reasoning-700x,dataset:Roman1111111/claude-opus-4.6-10000x,base_model:hesamation/Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled,base_model:quantized:hesamation/Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled,license:apache-2.0,model-index,endpoints_compatible,region:us",,False,https://huggingface.co/hesamation/Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled-GGUF,https://api-inference.huggingface.co/models/hesamation/Qwen3.6-35B-A3B-Claude-4.6-Opus-Reasoning-Distilled-GGUF/v1
NousResearch/Hermes-3-Llama-3.1-8B,Hermes-3-Llama-3.1-8B,NousResearch,222314,440,"transformers,safetensors,llama,text-generation,Llama-3,instruct,finetune,chatml,gpt4,synthetic data,distillation,function calling,json mode,axolotl,roleplaying,chat,conversational,en,arxiv:2408.11857,base_model:meta-llama/Llama-3.1-8B,base_model:finetune:meta-llama/Llama-3.1-8B,license:llama3,text-generation-inference,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/NousResearch/Hermes-3-Llama-3.1-8B,https://api-inference.huggingface.co/models/NousResearch/Hermes-3-Llama-3.1-8B/v1
TrevorJS/gemma-4-26B-A4B-it-uncensored,gemma-4-26B-A4B-it-uncensored,TrevorJS,217920,37,"transformers,safetensors,gemma4,image-text-to-text,abliteration,uncensored,gemma-4,text-generation,conversational,en,base_model:google/gemma-4-26B-A4B-it,base_model:finetune:google/gemma-4-26B-A4B-it,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/TrevorJS/gemma-4-26B-A4B-it-uncensored,https://api-inference.huggingface.co/models/TrevorJS/gemma-4-26B-A4B-it-uncensored/v1
nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,NVIDIA-Nemotron-Nano-9B-v2-FP8,nvidia,216668,9,"transformers,safetensors,nemotron_h,text-generation,nvidia,pytorch,conversational,custom_code,en,es,fr,de,it,ja,dataset:nvidia/Nemotron-Post-Training-Dataset-v1,dataset:nvidia/Nemotron-Post-Training-Dataset-v2,dataset:nvidia/Nemotron-Pretraining-Dataset-sample,dataset:nvidia/Nemotron-CC-v2,dataset:nvidia/Nemotron-CC-Math-v1,dataset:nvidia/Nemotron-Pretraining-SFT-v1,arxiv:2504.03624,arxiv:2508.14444,arxiv:2412.02595,base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2,base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2,license:other,endpoints_compatible,region:us",,False,https://huggingface.co/nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8,https://api-inference.huggingface.co/models/nvidia/NVIDIA-Nemotron-Nano-9B-v2-FP8/v1
unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,Meta-Llama-3.1-8B-Instruct-bnb-4bit,unsloth,215029,99,"transformers,safetensors,llama,text-generation,llama-3,meta,facebook,unsloth,conversational,en,arxiv:2204.05149,base_model:meta-llama/Llama-3.1-8B-Instruct,base_model:quantized:meta-llama/Llama-3.1-8B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,4-bit,bitsandbytes,region:us",,False,https://huggingface.co/unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,https://api-inference.huggingface.co/models/unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit/v1
allenai/OLMo-2-0425-1B,OLMo-2-0425-1B,allenai,213230,75,"transformers,safetensors,olmo2,text-generation,en,arxiv:2501.00656,license:apache-2.0,endpoints_compatible,region:us",,False,https://huggingface.co/allenai/OLMo-2-0425-1B,https://api-inference.huggingface.co/models/allenai/OLMo-2-0425-1B/v1
RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w4a16,Meta-Llama-3.1-70B-Instruct-quantized.w4a16,RedHatAI,212941,33,"transformers,safetensors,llama,text-generation,int4,vllm,conversational,en,de,fr,it,pt,hi,es,th,arxiv:2210.17323,base_model:meta-llama/Llama-3.1-70B-Instruct,base_model:quantized:meta-llama/Llama-3.1-70B-Instruct,license:llama3.1,text-generation-inference,endpoints_compatible,4-bit,gptq,region:us",,False,https://huggingface.co/RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w4a16,https://api-inference.huggingface.co/models/RedHatAI/Meta-Llama-3.1-70B-Instruct-quantized.w4a16/v1
nvidia/MiniMax-M2.7-NVFP4,MiniMax-M2.7-NVFP4,nvidia,212161,46,"Model Optimizer,safetensors,minimax_m2,nvidia,ModelOpt,MiniMax,quantized,NVFP4,nvfp4,text-generation,conversational,custom_code,base_model:MiniMaxAI/MiniMax-M2.7,base_model:quantized:MiniMaxAI/MiniMax-M2.7,license:other,8-bit,modelopt,deploy:azure,region:us",,False,https://huggingface.co/nvidia/MiniMax-M2.7-NVFP4,https://api-inference.huggingface.co/models/nvidia/MiniMax-M2.7-NVFP4/v1
allenai/Olmo-3-7B-Think,Olmo-3-7B-Think,allenai,207787,95,"transformers,safetensors,olmo3,text-generation,conversational,en,dataset:allenai/Dolci-Think-RL-7B,arxiv:2512.13961,base_model:allenai/Olmo-3-7B-Think-DPO,base_model:finetune:allenai/Olmo-3-7B-Think-DPO,license:apache-2.0,endpoints_compatible,deploy:azure,region:us",,False,https://huggingface.co/allenai/Olmo-3-7B-Think,https://api-inference.huggingface.co/models/allenai/Olmo-3-7B-Think/v1
lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,lmstudio-community,207700,27,"transformers,safetensors,qwen3_moe,text-generation,mlx,conversational,base_model:Qwen/Qwen3-Coder-30B-A3B-Instruct,base_model:quantized:Qwen/Qwen3-Coder-30B-A3B-Instruct,license:apache-2.0,endpoints_compatible,4-bit,region:us",,False,https://huggingface.co/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit,https://api-inference.huggingface.co/models/lmstudio-community/Qwen3-Coder-30B-A3B-Instruct-MLX-4bit/v1
baichuan-inc/Baichuan2-7B-Chat,Baichuan2-7B-Chat,baichuan-inc,206969,172,"transformers,pytorch,baichuan,text-generation,custom_code,en,zh,text-generation-inference,endpoints_compatible,region:us",,False,https://huggingface.co/baichuan-inc/Baichuan2-7B-Chat,https://api-inference.huggingface.co/models/baichuan-inc/Baichuan2-7B-Chat/v1
openai-community/openai-gpt,openai-gpt,openai-community,206272,296,"transformers,pytorch,tf,rust,safetensors,openai-gpt,text-generation,en,arxiv:1705.11168,arxiv:1803.02324,arxiv:1910.09700,license:mit,endpoints_compatible,region:us",,False,https://huggingface.co/openai-community/openai-gpt,https://api-inference.huggingface.co/models/openai-community/openai-gpt/v1
